session,mouse_id,depth,cell,on_subfield,off_subfield,on_center_x,on_center_y,off_center_x,off_center_y,on_off_center_distance
M409828_21,409828,66,41,[[2 6]],[[2 6]],6.0,2.0,6.0,2.0,0.0
M409828_21,409828,66,45,[[1 9]],[],9.0,1.0,,,
M409828_21,409828,66,53,[[7 5]],[[2 5]],5.0,7.0,5.0,2.0,5.0
M409828_21,409828,66,69,[[2 4]],[[2 3]],4.0,2.0,3.0,2.0,1.0
M409828_21,409828,66,73,[],[],,,,,
M409828_21,409828,66,77,[[3 6]],"[[2 5]
 [2 6]]",6.0,3.0,5.5,2.0,1.118033988749895
M409828_21,409828,66,93,"[[2 5]
 [2 4]
 [2 6]]",[[2 5]],5.0,2.0,5.0,2.0,0.0
M409828_21,409828,66,108,[],[],,,,,
M409828_21,409828,66,197,[[6 7]],[[3 4]],7.0,6.0,4.0,3.0,4.242640687119285
M409828_21,409828,66,216,"[[2 5]
 [2 4]]",[[2 5]],4.5,2.0,5.0,2.0,0.5
M409828_21,409828,82,0,[],[],,,,,
M409828_21,409828,82,1,[],[],,,,,
M409828_21,409828,82,2,[],[],,,,,
M409828_21,409828,82,3,[],[],,,,,
M409828_21,409828,82,4,[],[],,,,,
M409828_21,409828,82,5,[],[],,,,,
M409828_21,409828,82,6,[],[],,,,,
M409828_21,409828,82,7,[],[],,,,,
M409828_21,409828,82,8,[[2 6]],[],6.0,2.0,,,
M409828_21,409828,82,9,[],[],,,,,
M409828_21,409828,82,10,[],[],,,,,
M409828_21,409828,82,11,[],[],,,,,
M409828_21,409828,82,12,[],[],,,,,
M409828_21,409828,82,13,[],[],,,,,
M409828_21,409828,82,14,[],[],,,,,
M409828_21,409828,82,15,[[3 3]],[],3.0,3.0,,,
M409828_21,409828,82,16,[],[],,,,,
M409828_21,409828,82,17,[],[],,,,,
M409828_21,409828,82,18,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,82,19,[],[],,,,,
M409828_21,409828,82,20,[],[],,,,,
M409828_21,409828,82,21,[],[],,,,,
M409828_21,409828,82,22,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,82,23,[],[[3 5]],,,5.0,3.0,
M409828_21,409828,82,24,[],[],,,,,
M409828_21,409828,82,25,[],[],,,,,
M409828_21,409828,82,26,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,82,27,[],[],,,,,
M409828_21,409828,82,28,[[2 5]],[[3 5]],5.0,2.0,5.0,3.0,1.0
M409828_21,409828,82,29,[],[],,,,,
M409828_21,409828,82,30,[],[],,,,,
M409828_21,409828,82,31,[],[],,,,,
M409828_21,409828,82,32,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,82,33,[],[],,,,,
M409828_21,409828,82,35,[],[],,,,,
M409828_21,409828,82,36,[],[[2 7]],,,7.0,2.0,
M409828_21,409828,82,37,[],[],,,,,
M409828_21,409828,82,38,[],[],,,,,
M409828_21,409828,82,39,[],[],,,,,
M409828_21,409828,82,40,[[5 0]],"[[3 4]
 [2 4]
 [4 4]]",0.0,5.0,4.0,3.0,4.47213595499958
M409828_21,409828,82,41,[],[],,,,,
M409828_21,409828,82,42,[],[[2 7]],,,7.0,2.0,
M409828_21,409828,82,43,[],[],,,,,
M409828_21,409828,82,44,[],[],,,,,
M409828_21,409828,82,45,"[[3 5]
 [2 5]]",[],5.0,2.5,,,
M409828_21,409828,82,46,"[[2 4]
 [2 5]]",[[ 7 10]],4.5,2.0,10.0,7.0,7.433034373659253
M409828_21,409828,82,47,[],[[2 6]],,,6.0,2.0,
M409828_21,409828,82,48,"[[2 6]
 [2 5]]",[[5 7]],5.5,2.0,7.0,5.0,3.3541019662496847
M409828_21,409828,82,49,[],[],,,,,
M409828_21,409828,82,50,"[[2 5]
 [2 4]]",[[2 5]],4.5,2.0,5.0,2.0,0.5
M409828_21,409828,82,52,[],[],,,,,
M409828_21,409828,82,55,[[ 2 10]],[[2 5]],10.0,2.0,5.0,2.0,5.0
M409828_21,409828,82,61,[],[],,,,,
M409828_21,409828,82,67,[[7 5]],"[[3 5]
 [2 5]
 [3 4]]",5.0,7.0,4.666666666666667,2.6666666666666665,4.346134936801766
M409828_21,409828,82,68,[],[],,,,,
M409828_21,409828,82,72,[[3 6]],"[[2 5]
 [1 4]
 [2 6]
 [3 6]]",6.0,3.0,5.25,2.0,1.25
M409828_21,409828,82,76,[],[],,,,,
M409828_21,409828,82,80,[],[],,,,,
M409828_21,409828,82,85,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,0,[],[],,,,,
M409828_21,409828,98,1,[],[],,,,,
M409828_21,409828,98,2,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,3,[],[],,,,,
M409828_21,409828,98,4,[],[],,,,,
M409828_21,409828,98,5,[],[],,,,,
M409828_21,409828,98,6,[],[[3 3]],,,3.0,3.0,
M409828_21,409828,98,7,[],[],,,,,
M409828_21,409828,98,8,[],[],,,,,
M409828_21,409828,98,9,[],[],,,,,
M409828_21,409828,98,10,[],[],,,,,
M409828_21,409828,98,11,[],[],,,,,
M409828_21,409828,98,12,[],[],,,,,
M409828_21,409828,98,13,[[ 3 12]],[[ 5 10]],12.0,3.0,10.0,5.0,2.8284271247461903
M409828_21,409828,98,14,[],[],,,,,
M409828_21,409828,98,15,[],[],,,,,
M409828_21,409828,98,16,[],[],,,,,
M409828_21,409828,98,17,[],[],,,,,
M409828_21,409828,98,18,[[6 0]],[],0.0,6.0,,,
M409828_21,409828,98,19,[],[],,,,,
M409828_21,409828,98,20,"[[3 8]
 [3 7]]",[[ 1 10]],7.5,3.0,10.0,1.0,3.2015621187164243
M409828_21,409828,98,21,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,23,[],[],,,,,
M409828_21,409828,98,24,[],[],,,,,
M409828_21,409828,98,25,[],[],,,,,
M409828_21,409828,98,26,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,98,27,[],[],,,,,
M409828_21,409828,98,28,[],[],,,,,
M409828_21,409828,98,30,[],[],,,,,
M409828_21,409828,98,31,[],[],,,,,
M409828_21,409828,98,32,[],[],,,,,
M409828_21,409828,98,33,[],[],,,,,
M409828_21,409828,98,34,[],[],,,,,
M409828_21,409828,98,35,[],[],,,,,
M409828_21,409828,98,36,[],[],,,,,
M409828_21,409828,98,37,[],[],,,,,
M409828_21,409828,98,38,[],[],,,,,
M409828_21,409828,98,39,[],[],,,,,
M409828_21,409828,98,40,[],[],,,,,
M409828_21,409828,98,41,[[2 7]],"[[2 3]
 [1 3]
 [2 2]]",7.0,2.0,2.6666666666666665,1.6666666666666667,4.346134936801766
M409828_21,409828,98,42,[],[],,,,,
M409828_21,409828,98,43,[],[],,,,,
M409828_21,409828,98,44,[],[],,,,,
M409828_21,409828,98,45,[],[],,,,,
M409828_21,409828,98,46,[],[],,,,,
M409828_21,409828,98,47,[],[],,,,,
M409828_21,409828,98,48,[[7 5]],[[2 5]],5.0,7.0,5.0,2.0,5.0
M409828_21,409828,98,49,[],[],,,,,
M409828_21,409828,98,50,[],[],,,,,
M409828_21,409828,98,51,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,52,[],[],,,,,
M409828_21,409828,98,53,[[7 5]],"[[3 4]
 [2 5]
 [3 5]]",5.0,7.0,4.666666666666667,2.6666666666666665,4.346134936801766
M409828_21,409828,98,54,[],[],,,,,
M409828_21,409828,98,56,[],[],,,,,
M409828_21,409828,98,57,[],[],,,,,
M409828_21,409828,98,58,[],[],,,,,
M409828_21,409828,98,59,[],[],,,,,
M409828_21,409828,98,60,[],[],,,,,
M409828_21,409828,98,61,[],[],,,,,
M409828_21,409828,98,62,[],[],,,,,
M409828_21,409828,98,63,[],[],,,,,
M409828_21,409828,98,65,[],[],,,,,
M409828_21,409828,98,66,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,98,67,[],[],,,,,
M409828_21,409828,98,68,[],[],,,,,
M409828_21,409828,98,69,"[[3 5]
 [2 5]
 [3 6]]",[[ 0 10]],5.333333333333333,2.6666666666666665,10.0,0.0,5.3748384988657
M409828_21,409828,98,70,[[2 9]],"[[3 4]
 [3 3]]",9.0,2.0,3.5,3.0,5.5901699437494745
M409828_21,409828,98,71,[],[[2 4]],,,4.0,2.0,
M409828_21,409828,98,72,[],[],,,,,
M409828_21,409828,98,73,[],[],,,,,
M409828_21,409828,98,74,[],[],,,,,
M409828_21,409828,98,75,[],[[3 5]],,,5.0,3.0,
M409828_21,409828,98,76,"[[3 5]
 [3 6]]",[[3 6]],5.5,3.0,6.0,3.0,0.5
M409828_21,409828,98,77,[],[],,,,,
M409828_21,409828,98,78,[],[],,,,,
M409828_21,409828,98,80,[],[[2 3]],,,3.0,2.0,
M409828_21,409828,98,82,[],[],,,,,
M409828_21,409828,98,83,[[ 2 10]],"[[2 5]
 [2 4]
 [3 4]]",10.0,2.0,4.333333333333333,2.3333333333333335,5.676462121975468
M409828_21,409828,98,84,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,85,[],[],,,,,
M409828_21,409828,98,86,"[[3 2]
 [3 3]]",[[1 5]],2.5,3.0,5.0,1.0,3.2015621187164243
M409828_21,409828,98,87,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,98,88,[[5 2]],[[3 5]],2.0,5.0,5.0,3.0,3.605551275463989
M409828_21,409828,98,90,"[[1 6]
 [1 5]]",[[0 9]],5.5,1.0,9.0,0.0,3.640054944640259
M409828_21,409828,98,91,[],[],,,,,
M409828_21,409828,98,92,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,98,93,[[3 6]],[],6.0,3.0,,,
M409828_21,409828,98,94,[],[],,,,,
M409828_21,409828,98,95,[],[],,,,,
M409828_21,409828,98,96,[],[],,,,,
M409828_21,409828,98,98,[[3 2]],"[[3 3]
 [2 2]
 [2 3]
 [3 2]]",2.0,3.0,2.5,2.5,0.7071067811865476
M409828_21,409828,98,99,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,100,[],[],,,,,
M409828_21,409828,98,101,[[3 3]],[],3.0,3.0,,,
M409828_21,409828,98,102,[],[],,,,,
M409828_21,409828,98,103,[[3 6]],[[3 5]],6.0,3.0,5.0,3.0,1.0
M409828_21,409828,98,104,[],[],,,,,
M409828_21,409828,98,105,[],[],,,,,
M409828_21,409828,98,106,[],[],,,,,
M409828_21,409828,98,107,[],[],,,,,
M409828_21,409828,98,109,[[2 5]],[[7 2]],5.0,2.0,2.0,7.0,5.830951894845301
M409828_21,409828,98,111,[],[],,,,,
M409828_21,409828,98,112,[],[],,,,,
M409828_21,409828,98,113,[],[],,,,,
M409828_21,409828,98,114,[],[],,,,,
M409828_21,409828,98,115,[],[],,,,,
M409828_21,409828,98,116,[[2 5]],[[1 7]],5.0,2.0,7.0,1.0,2.23606797749979
M409828_21,409828,98,117,[],[],,,,,
M409828_21,409828,98,118,[],[],,,,,
M409828_21,409828,98,119,[],[],,,,,
M409828_21,409828,98,120,[],[],,,,,
M409828_21,409828,98,121,[],"[[2 6]
 [2 5]]",,,5.5,2.0,
M409828_21,409828,98,122,[],[[2 6]],,,6.0,2.0,
M409828_21,409828,98,124,"[[3 5]
 [3 4]]",[],4.5,3.0,,,
M409828_21,409828,98,126,[[4 5]],[],5.0,4.0,,,
M409828_21,409828,98,128,[],[],,,,,
M409828_21,409828,98,130,"[[3 2]
 [3 1]
 [4 2]]","[[1 5]
 [1 4]]",1.6666666666666667,3.3333333333333335,4.5,1.0,3.6704525909242065
M409828_21,409828,98,131,"[[2 4]
 [2 5]]",[[ 7 10]],4.5,2.0,10.0,7.0,7.433034373659253
M409828_21,409828,98,132,[],[],,,,,
M409828_21,409828,98,133,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,98,134,"[[2 5]
 [2 6]]",[],5.5,2.0,,,
M409828_21,409828,98,135,[],[],,,,,
M409828_21,409828,98,138,[[0 2]],"[[2 5]
 [2 4]
 [3 5]]",2.0,0.0,4.666666666666667,2.3333333333333335,3.5433819375782165
M409828_21,409828,98,143,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,98,144,[],[],,,,,
M409828_21,409828,98,147,[],[],,,,,
M409828_21,409828,98,148,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,98,149,[],[[2 6]],,,6.0,2.0,
M409828_21,409828,98,150,[[3 4]],"[[3 4]
 [2 5]
 [3 5]]",4.0,3.0,4.666666666666667,2.6666666666666665,0.7453559924999302
M409828_21,409828,98,154,[],[],,,,,
M409828_21,409828,98,155,[],[[3 5]],,,5.0,3.0,
M409828_21,409828,98,156,"[[3 4]
 [3 3]]","[[3 4]
 [3 3]]",3.5,3.0,3.5,3.0,0.0
M409828_21,409828,98,157,[[ 1 12]],"[[2 4]
 [2 3]]",12.0,1.0,3.5,2.0,8.558621384311845
M409828_21,409828,98,159,[],[],,,,,
M409828_21,409828,98,160,[],[[1 1]],,,1.0,1.0,
M409828_21,409828,98,161,"[[2 6]
 [2 5]]","[[2 5]
 [2 6]]",5.5,2.0,5.5,2.0,0.0
M409828_21,409828,98,162,[],[],,,,,
M409828_21,409828,98,164,[],[],,,,,
M409828_21,409828,98,165,[],[],,,,,
M409828_21,409828,98,167,"[[2 5]
 [2 4]
 [2 6]]",[],5.0,2.0,,,
M409828_21,409828,98,174,[],[],,,,,
M409828_21,409828,98,175,[],[],,,,,
M409828_21,409828,98,181,[],[],,,,,
M409828_21,409828,98,183,[[2 6]],[[2 6]],6.0,2.0,6.0,2.0,0.0
M409828_21,409828,98,184,[],[],,,,,
M409828_21,409828,98,189,[],[],,,,,
M409828_21,409828,98,195,[],[[2 6]],,,6.0,2.0,
M409828_21,409828,98,197,"[[3 4]
 [3 5]]","[[3 3]
 [3 4]]",4.5,3.0,3.5,3.0,1.0
M409828_21,409828,98,202,[],[],,,,,
M409828_21,409828,98,205,[],[],,,,,
M409828_21,409828,98,231,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,98,240,"[[2 4]
 [2 5]]",[[4 6]],4.5,2.0,6.0,4.0,2.5
M409828_21,409828,98,245,[],[],,,,,
M409828_21,409828,98,259,[],[],,,,,
M409828_21,409828,98,272,[],[],,,,,
M409828_21,409828,98,276,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,98,282,[],[],,,,,
M409828_21,409828,98,317,[],[],,,,,
M409828_21,409828,98,324,[[2 4]],[[ 7 10]],4.0,2.0,10.0,7.0,7.810249675906654
M409828_21,409828,98,326,[],[],,,,,
M409828_21,409828,98,353,[[3 4]],[[3 4]],4.0,3.0,4.0,3.0,0.0
M409828_21,409828,98,435,[],[],,,,,
M409828_21,409828,98,464,[[2 5]],[[ 5 10]],5.0,2.0,10.0,5.0,5.830951894845301
M409828_21,409828,98,498,[],[],,,,,
M409828_21,409828,98,516,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,0,[],[],,,,,
M409828_21,409828,114,1,[],[],,,,,
M409828_21,409828,114,2,[],[],,,,,
M409828_21,409828,114,3,[],[],,,,,
M409828_21,409828,114,4,[],[],,,,,
M409828_21,409828,114,5,[],[],,,,,
M409828_21,409828,114,6,[],[],,,,,
M409828_21,409828,114,7,[],[],,,,,
M409828_21,409828,114,8,[],[],,,,,
M409828_21,409828,114,9,[],[],,,,,
M409828_21,409828,114,10,[],[],,,,,
M409828_21,409828,114,11,[],[],,,,,
M409828_21,409828,114,12,[],[],,,,,
M409828_21,409828,114,13,[],[],,,,,
M409828_21,409828,114,14,[],[],,,,,
M409828_21,409828,114,15,[],[],,,,,
M409828_21,409828,114,16,[],[],,,,,
M409828_21,409828,114,17,[],[],,,,,
M409828_21,409828,114,18,[],[],,,,,
M409828_21,409828,114,19,[],[],,,,,
M409828_21,409828,114,20,[],[],,,,,
M409828_21,409828,114,21,[],[],,,,,
M409828_21,409828,114,22,[],[],,,,,
M409828_21,409828,114,23,[],[],,,,,
M409828_21,409828,114,24,[],[],,,,,
M409828_21,409828,114,25,[],[],,,,,
M409828_21,409828,114,26,[],[],,,,,
M409828_21,409828,114,27,[],[],,,,,
M409828_21,409828,114,28,[],[],,,,,
M409828_21,409828,114,29,[],[],,,,,
M409828_21,409828,114,30,[],[],,,,,
M409828_21,409828,114,31,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,32,[],[],,,,,
M409828_21,409828,114,33,[],[],,,,,
M409828_21,409828,114,34,[],[],,,,,
M409828_21,409828,114,35,[],[],,,,,
M409828_21,409828,114,36,[],[],,,,,
M409828_21,409828,114,37,[],[],,,,,
M409828_21,409828,114,38,[],[],,,,,
M409828_21,409828,114,39,[],[],,,,,
M409828_21,409828,114,40,[],[],,,,,
M409828_21,409828,114,41,[],[[ 7 10]],,,10.0,7.0,
M409828_21,409828,114,42,[],[],,,,,
M409828_21,409828,114,43,[],[[6 2]],,,2.0,6.0,
M409828_21,409828,114,44,[],[],,,,,
M409828_21,409828,114,45,[],[],,,,,
M409828_21,409828,114,46,[],[],,,,,
M409828_21,409828,114,47,[],[],,,,,
M409828_21,409828,114,48,[],[],,,,,
M409828_21,409828,114,49,[],[],,,,,
M409828_21,409828,114,50,[],[],,,,,
M409828_21,409828,114,51,[],[],,,,,
M409828_21,409828,114,52,[[5 0]],"[[3 5]
 [3 4]]",0.0,5.0,4.5,3.0,4.924428900898052
M409828_21,409828,114,53,[],[],,,,,
M409828_21,409828,114,54,[],[],,,,,
M409828_21,409828,114,55,[],[],,,,,
M409828_21,409828,114,56,[],[],,,,,
M409828_21,409828,114,57,[],[],,,,,
M409828_21,409828,114,58,[[3 4]],[],4.0,3.0,,,
M409828_21,409828,114,59,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,114,60,[],[],,,,,
M409828_21,409828,114,61,[],[],,,,,
M409828_21,409828,114,62,[],[],,,,,
M409828_21,409828,114,63,[],[[2 6]],,,6.0,2.0,
M409828_21,409828,114,64,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,114,65,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,66,[],[],,,,,
M409828_21,409828,114,67,[],[],,,,,
M409828_21,409828,114,68,[],[],,,,,
M409828_21,409828,114,69,[],[],,,,,
M409828_21,409828,114,70,[],[],,,,,
M409828_21,409828,114,71,[],[[6 4]],,,4.0,6.0,
M409828_21,409828,114,72,[],[],,,,,
M409828_21,409828,114,73,[],[],,,,,
M409828_21,409828,114,74,[],[],,,,,
M409828_21,409828,114,75,"[[2 5]
 [2 4]]",[[ 7 10]],4.5,2.0,10.0,7.0,7.433034373659253
M409828_21,409828,114,76,[],[],,,,,
M409828_21,409828,114,77,[],[],,,,,
M409828_21,409828,114,78,[[2 6]],[[ 0 13]],6.0,2.0,13.0,0.0,7.280109889280518
M409828_21,409828,114,79,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,114,81,[],[],,,,,
M409828_21,409828,114,82,[],[],,,,,
M409828_21,409828,114,83,[],[],,,,,
M409828_21,409828,114,84,[],[],,,,,
M409828_21,409828,114,85,[],[],,,,,
M409828_21,409828,114,86,[],[],,,,,
M409828_21,409828,114,87,[],[],,,,,
M409828_21,409828,114,88,[],[],,,,,
M409828_21,409828,114,89,[],[],,,,,
M409828_21,409828,114,90,[],[],,,,,
M409828_21,409828,114,91,[],[],,,,,
M409828_21,409828,114,92,[],"[[3 5]
 [3 4]]",,,4.5,3.0,
M409828_21,409828,114,93,[],[],,,,,
M409828_21,409828,114,94,[],[],,,,,
M409828_21,409828,114,95,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,96,[],[],,,,,
M409828_21,409828,114,97,[],[],,,,,
M409828_21,409828,114,99,[],[],,,,,
M409828_21,409828,114,100,[],[],,,,,
M409828_21,409828,114,101,[],[],,,,,
M409828_21,409828,114,102,[[4 3]],"[[4 2]
 [4 3]]",3.0,4.0,2.5,4.0,0.5
M409828_21,409828,114,103,"[[3 5]
 [3 6]]","[[0 3]
 [1 2]]",5.5,3.0,2.5,0.5,3.905124837953327
M409828_21,409828,114,104,[],[],,,,,
M409828_21,409828,114,105,[[1 2]],[],2.0,1.0,,,
M409828_21,409828,114,106,[],[],,,,,
M409828_21,409828,114,107,[],[],,,,,
M409828_21,409828,114,108,[],[],,,,,
M409828_21,409828,114,109,[],[],,,,,
M409828_21,409828,114,110,[],[],,,,,
M409828_21,409828,114,111,[],[],,,,,
M409828_21,409828,114,112,[],[],,,,,
M409828_21,409828,114,113,[],[],,,,,
M409828_21,409828,114,114,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,115,[],[],,,,,
M409828_21,409828,114,116,[[2 4]],[[4 1]],4.0,2.0,1.0,4.0,3.605551275463989
M409828_21,409828,114,117,[],[],,,,,
M409828_21,409828,114,119,[],[],,,,,
M409828_21,409828,114,120,[],[],,,,,
M409828_21,409828,114,122,[],[],,,,,
M409828_21,409828,114,123,[],[],,,,,
M409828_21,409828,114,124,[[ 2 10]],"[[2 5]
 [2 6]]",10.0,2.0,5.5,2.0,4.5
M409828_21,409828,114,125,[],[],,,,,
M409828_21,409828,114,127,"[[3 3]
 [2 4]
 [3 4]]",[],3.6666666666666665,2.6666666666666665,,,
M409828_21,409828,114,128,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,129,[[6 7]],"[[3 6]
 [2 5]
 [3 5]]",7.0,6.0,5.333333333333333,2.6666666666666665,3.72677996249965
M409828_21,409828,114,130,[],[],,,,,
M409828_21,409828,114,131,[[7 3]],[],3.0,7.0,,,
M409828_21,409828,114,132,"[[2 5]
 [2 6]]",[],5.5,2.0,,,
M409828_21,409828,114,133,[],[],,,,,
M409828_21,409828,114,134,[],[],,,,,
M409828_21,409828,114,135,[],[],,,,,
M409828_21,409828,114,136,[],[],,,,,
M409828_21,409828,114,137,[],[],,,,,
M409828_21,409828,114,138,[],[],,,,,
M409828_21,409828,114,139,[],[],,,,,
M409828_21,409828,114,140,[],[],,,,,
M409828_21,409828,114,141,[],[],,,,,
M409828_21,409828,114,142,[],[],,,,,
M409828_21,409828,114,143,[],[],,,,,
M409828_21,409828,114,144,[],[],,,,,
M409828_21,409828,114,145,[],[[2 5]],,,5.0,2.0,
M409828_21,409828,114,147,[],[],,,,,
M409828_21,409828,114,149,[[2 6]],[],6.0,2.0,,,
M409828_21,409828,114,150,[],[],,,,,
M409828_21,409828,114,151,"[[2 6]
 [2 5]]",[],5.5,2.0,,,
M409828_21,409828,114,152,[[2 4]],[],4.0,2.0,,,
M409828_21,409828,114,153,[],[],,,,,
M409828_21,409828,114,154,[],[],,,,,
M409828_21,409828,114,155,[],[],,,,,
M409828_21,409828,114,156,[],[],,,,,
M409828_21,409828,114,157,"[[3 7]
 [3 8]]",[[1 3]],7.5,3.0,3.0,1.0,4.924428900898052
M409828_21,409828,114,158,[],[],,,,,
M409828_21,409828,114,159,[],"[[2 5]
 [2 6]]",,,5.5,2.0,
M409828_21,409828,114,160,[],[],,,,,
M409828_21,409828,114,161,"[[3 5]
 [3 4]]",[[7 7]],4.5,3.0,7.0,7.0,4.716990566028302
M409828_21,409828,114,162,[],[],,,,,
M409828_21,409828,114,163,[],[],,,,,
M409828_21,409828,114,164,[],[],,,,,
M409828_21,409828,114,165,[[0 1]],"[[3 3]
 [3 4]]",1.0,0.0,3.5,3.0,3.905124837953327
M409828_21,409828,114,166,[],[],,,,,
M409828_21,409828,114,167,[[ 5 11]],[],11.0,5.0,,,
M409828_21,409828,114,168,[],[],,,,,
M409828_21,409828,114,169,[[3 6]],[],6.0,3.0,,,
M409828_21,409828,114,170,[[2 6]],"[[2 6]
 [2 5]]",6.0,2.0,5.5,2.0,0.5
M409828_21,409828,114,171,[],[],,,,,
M409828_21,409828,114,172,[],[],,,,,
M409828_21,409828,114,173,[],[],,,,,
M409828_21,409828,114,174,[],[],,,,,
M409828_21,409828,114,175,[],[],,,,,
M409828_21,409828,114,176,[],[],,,,,
M409828_21,409828,114,177,[],[],,,,,
M409828_21,409828,114,178,[],[],,,,,
M409828_21,409828,114,180,[[2 6]],[],6.0,2.0,,,
M409828_21,409828,114,181,[],[],,,,,
M409828_21,409828,114,182,[],[],,,,,
M409828_21,409828,114,183,[],[[5 3]],,,3.0,5.0,
M409828_21,409828,114,186,"[[2 4]
 [2 5]]",[[ 7 10]],4.5,2.0,10.0,7.0,7.433034373659253
M409828_21,409828,114,188,[],[],,,,,
M409828_21,409828,114,189,[],[],,,,,
M409828_21,409828,114,191,[],[],,,,,
M409828_21,409828,114,192,[],[[2 9]],,,9.0,2.0,
M409828_21,409828,114,193,[],[],,,,,
M409828_21,409828,114,194,[],[],,,,,
M409828_21,409828,114,197,[],[],,,,,
M409828_21,409828,114,198,[],[],,,,,
M409828_21,409828,114,199,[],[],,,,,
M409828_21,409828,114,202,[],[],,,,,
M409828_21,409828,114,203,[],[[3 4]],,,4.0,3.0,
M409828_21,409828,114,205,[],[[2 4]],,,4.0,2.0,
M409828_21,409828,114,206,[],[],,,,,
M409828_21,409828,114,209,[],"[[1 3]
 [2 2]]",,,2.5,1.5,
M409828_21,409828,114,210,[],[],,,,,
M409828_21,409828,114,211,[],[],,,,,
M409828_21,409828,114,212,[],[],,,,,
M409828_21,409828,114,213,[[6 7]],[[5 2]],7.0,6.0,2.0,5.0,5.0990195135927845
M409828_21,409828,114,215,[],[],,,,,
M409828_21,409828,114,219,[],[],,,,,
M409828_21,409828,114,220,[],[],,,,,
M409828_21,409828,114,221,[[4 3]],[[3 4]],3.0,4.0,4.0,3.0,1.4142135623730951
M409828_21,409828,114,222,[],[],,,,,
M409828_21,409828,114,223,[],[],,,,,
