session,mouse_id,depth,cell,on_subfield,off_subfield,on_center_x,on_center_y,off_center_x,off_center_y,on_off_center_distance
M409828_21,409828,66,28,[[5 7]],[],7.0,5.0,,,
M409828_21,409828,66,30,[],[],,,,,
M409828_21,409828,66,40,[],[],,,,,
M409828_21,409828,66,41,[[0 5]],[[0 7]],5.0,0.0,7.0,0.0,2.0
M409828_21,409828,66,45,[[3 5]],[[ 5 10]],5.0,3.0,10.0,5.0,5.385164807134504
M409828_21,409828,66,53,"[[0 2]
 [0 1]]",[[ 7 10]],1.5,0.0,10.0,7.0,11.01135777277262
M409828_21,409828,66,69,[[2 9]],[[3 4]],9.0,2.0,4.0,3.0,5.0990195135927845
M409828_21,409828,66,73,[],[],,,,,
M409828_21,409828,66,77,[[ 1 12]],[[ 0 13]],12.0,1.0,13.0,0.0,1.4142135623730951
M409828_21,409828,66,93,[[0 7]],[[2 4]],7.0,0.0,4.0,2.0,3.605551275463989
M409828_21,409828,66,108,[],[],,,,,
M409828_21,409828,66,197,[[5 6]],[[ 5 13]],6.0,5.0,13.0,5.0,7.0
M409828_21,409828,66,216,[[1 9]],[[4 4]],9.0,1.0,4.0,4.0,5.830951894845301
M409828_21,409828,82,0,[],[],,,,,
M409828_21,409828,82,1,[],[],,,,,
M409828_21,409828,82,2,[],[],,,,,
M409828_21,409828,82,3,[],[],,,,,
M409828_21,409828,82,4,[],[],,,,,
M409828_21,409828,82,5,[],[],,,,,
M409828_21,409828,82,6,[],[],,,,,
M409828_21,409828,82,7,[],[],,,,,
M409828_21,409828,82,8,[[1 5]],[],5.0,1.0,,,
M409828_21,409828,82,9,[],[],,,,,
M409828_21,409828,82,10,[],[],,,,,
M409828_21,409828,82,11,[],[],,,,,
M409828_21,409828,82,12,[],[],,,,,
M409828_21,409828,82,13,[],[],,,,,
M409828_21,409828,82,14,[],[],,,,,
M409828_21,409828,82,15,[],[[ 6 12]],,,12.0,6.0,
M409828_21,409828,82,16,[],[],,,,,
M409828_21,409828,82,17,[],[],,,,,
M409828_21,409828,82,18,[[1 8]],[],8.0,1.0,,,
M409828_21,409828,82,19,[],[],,,,,
M409828_21,409828,82,20,[],[],,,,,
M409828_21,409828,82,21,[],[],,,,,
M409828_21,409828,82,22,[[2 2]],[],2.0,2.0,,,
M409828_21,409828,82,23,[[ 7 10]],[],10.0,7.0,,,
M409828_21,409828,82,24,[],[],,,,,
M409828_21,409828,82,25,[],[],,,,,
M409828_21,409828,82,26,[],[],,,,,
M409828_21,409828,82,27,[],[],,,,,
M409828_21,409828,82,28,[[0 0]],[],0.0,0.0,,,
M409828_21,409828,82,29,[],[],,,,,
M409828_21,409828,82,30,[],[],,,,,
M409828_21,409828,82,31,[],[],,,,,
M409828_21,409828,82,32,[],[[5 7]],,,7.0,5.0,
M409828_21,409828,82,33,[],[],,,,,
M409828_21,409828,82,35,[],[],,,,,
M409828_21,409828,82,36,[],[[3 2]],,,2.0,3.0,
M409828_21,409828,82,37,[],[],,,,,
M409828_21,409828,82,38,[],[],,,,,
M409828_21,409828,82,39,[],[],,,,,
M409828_21,409828,82,40,[[2 7]],[[7 9]],7.0,2.0,9.0,7.0,5.385164807134504
M409828_21,409828,82,41,[],[],,,,,
M409828_21,409828,82,42,[[ 6 10]],[[5 4]],10.0,6.0,4.0,5.0,6.082762530298219
M409828_21,409828,82,43,[],[],,,,,
M409828_21,409828,82,44,[],[],,,,,
M409828_21,409828,82,45,[],[[3 9]],,,9.0,3.0,
M409828_21,409828,82,46,[[ 7 13]],[[0 9]],13.0,7.0,9.0,0.0,8.06225774829855
M409828_21,409828,82,47,[[3 1]],[],1.0,3.0,,,
M409828_21,409828,82,48,"[[6 7]
 [5 6]]",[[ 5 13]],6.5,5.5,13.0,5.0,6.519202405202649
M409828_21,409828,82,49,[],[],,,,,
M409828_21,409828,82,50,[[ 3 12]],[[3 7]],12.0,3.0,7.0,3.0,5.0
M409828_21,409828,82,52,[],[],,,,,
M409828_21,409828,82,55,[[3 1]],[[ 7 13]],1.0,3.0,13.0,7.0,12.649110640673518
M409828_21,409828,82,61,[],[],,,,,
M409828_21,409828,82,67,[[5 4]],[[ 5 11]],4.0,5.0,11.0,5.0,7.0
M409828_21,409828,82,68,[],[],,,,,
M409828_21,409828,82,72,"[[6 5]
 [7 4]]",[[4 9]],4.5,6.5,9.0,4.0,5.1478150704935
M409828_21,409828,82,76,[],[],,,,,
M409828_21,409828,82,80,[],[],,,,,
M409828_21,409828,82,85,[],[[ 0 12]],,,12.0,0.0,
M409828_21,409828,98,0,[],[],,,,,
M409828_21,409828,98,1,[],[],,,,,
M409828_21,409828,98,2,[],[[4 9]],,,9.0,4.0,
M409828_21,409828,98,3,[],[],,,,,
M409828_21,409828,98,4,[],[],,,,,
M409828_21,409828,98,5,[],[],,,,,
M409828_21,409828,98,6,[[ 0 11]],[],11.0,0.0,,,
M409828_21,409828,98,7,[],[],,,,,
M409828_21,409828,98,8,[],[],,,,,
M409828_21,409828,98,9,[],[],,,,,
M409828_21,409828,98,10,[],[],,,,,
M409828_21,409828,98,11,[],[],,,,,
M409828_21,409828,98,12,[],[],,,,,
M409828_21,409828,98,13,[[3 2]],[[1 1]],2.0,3.0,1.0,1.0,2.23606797749979
M409828_21,409828,98,14,[],[],,,,,
M409828_21,409828,98,15,[],[],,,,,
M409828_21,409828,98,16,[],[],,,,,
M409828_21,409828,98,17,[],[],,,,,
M409828_21,409828,98,18,[],[],,,,,
M409828_21,409828,98,19,[],[],,,,,
M409828_21,409828,98,20,[[7 8]],[[5 4]],8.0,7.0,4.0,5.0,4.47213595499958
M409828_21,409828,98,21,[[4 7]],[],7.0,4.0,,,
M409828_21,409828,98,23,[],[],,,,,
M409828_21,409828,98,24,[],[],,,,,
M409828_21,409828,98,25,[],[],,,,,
M409828_21,409828,98,26,[],[[ 6 11]],,,11.0,6.0,
M409828_21,409828,98,27,[],[],,,,,
M409828_21,409828,98,28,[],[],,,,,
M409828_21,409828,98,30,[],[],,,,,
M409828_21,409828,98,31,[],[],,,,,
M409828_21,409828,98,32,[],[],,,,,
M409828_21,409828,98,33,[],[],,,,,
M409828_21,409828,98,34,[],[],,,,,
M409828_21,409828,98,35,[],[],,,,,
M409828_21,409828,98,36,[],[],,,,,
M409828_21,409828,98,37,[],[],,,,,
M409828_21,409828,98,38,[],[],,,,,
M409828_21,409828,98,39,[],[],,,,,
M409828_21,409828,98,40,[],[],,,,,
M409828_21,409828,98,41,[[1 2]],[[5 4]],2.0,1.0,4.0,5.0,4.47213595499958
M409828_21,409828,98,42,[],[],,,,,
M409828_21,409828,98,43,[],[],,,,,
M409828_21,409828,98,44,[],[],,,,,
M409828_21,409828,98,45,[],[],,,,,
M409828_21,409828,98,46,[],[],,,,,
M409828_21,409828,98,47,[],[],,,,,
M409828_21,409828,98,48,[[3 8]],[],8.0,3.0,,,
M409828_21,409828,98,49,[],[],,,,,
M409828_21,409828,98,50,[],[],,,,,
M409828_21,409828,98,51,[[1 6]],[],6.0,1.0,,,
M409828_21,409828,98,52,[],[],,,,,
M409828_21,409828,98,53,[[4 2]],[[ 4 12]],2.0,4.0,12.0,4.0,10.0
M409828_21,409828,98,54,[],[],,,,,
M409828_21,409828,98,56,[],[],,,,,
M409828_21,409828,98,57,[],[],,,,,
M409828_21,409828,98,58,[],[],,,,,
M409828_21,409828,98,59,[],[],,,,,
M409828_21,409828,98,60,[],[],,,,,
M409828_21,409828,98,61,[],[],,,,,
M409828_21,409828,98,62,[],[],,,,,
M409828_21,409828,98,63,[],[],,,,,
M409828_21,409828,98,65,[],[],,,,,
M409828_21,409828,98,66,[],[[ 7 10]],,,10.0,7.0,
M409828_21,409828,98,67,[],[],,,,,
M409828_21,409828,98,68,[],[],,,,,
M409828_21,409828,98,69,[[6 7]],[[ 0 13]],7.0,6.0,13.0,0.0,8.48528137423857
M409828_21,409828,98,70,[[0 4]],[[4 6]],4.0,0.0,6.0,4.0,4.47213595499958
M409828_21,409828,98,71,[],[[0 7]],,,7.0,0.0,
M409828_21,409828,98,72,[],[],,,,,
M409828_21,409828,98,73,[],[],,,,,
M409828_21,409828,98,74,[],[],,,,,
M409828_21,409828,98,75,[],[[1 0]],,,0.0,1.0,
M409828_21,409828,98,76,[[1 8]],[[ 2 10]],8.0,1.0,10.0,2.0,2.23606797749979
M409828_21,409828,98,77,[],[],,,,,
M409828_21,409828,98,78,[],[],,,,,
M409828_21,409828,98,80,[[ 5 10]],[[3 5]],10.0,5.0,5.0,3.0,5.385164807134504
M409828_21,409828,98,82,[],[],,,,,
M409828_21,409828,98,83,[[ 5 10]],[[2 3]],10.0,5.0,3.0,2.0,7.615773105863909
M409828_21,409828,98,84,[[ 4 11]],[],11.0,4.0,,,
M409828_21,409828,98,85,[],[],,,,,
M409828_21,409828,98,86,[[ 6 11]],[[6 8]],11.0,6.0,8.0,6.0,3.0
M409828_21,409828,98,87,[],[[6 7]],,,7.0,6.0,
M409828_21,409828,98,88,[[ 1 11]],[[3 9]],11.0,1.0,9.0,3.0,2.8284271247461903
M409828_21,409828,98,90,[[0 8]],[[3 3]],8.0,0.0,3.0,3.0,5.830951894845301
M409828_21,409828,98,91,[],[],,,,,
M409828_21,409828,98,92,[],[[7 5]],,,5.0,7.0,
M409828_21,409828,98,93,[[5 4]],[],4.0,5.0,,,
M409828_21,409828,98,94,[],[],,,,,
M409828_21,409828,98,95,[],[],,,,,
M409828_21,409828,98,96,[],[],,,,,
M409828_21,409828,98,98,[[5 1]],[[5 5]],1.0,5.0,5.0,5.0,4.0
M409828_21,409828,98,99,[],[[3 8]],,,8.0,3.0,
M409828_21,409828,98,100,[],[],,,,,
M409828_21,409828,98,101,[[ 0 11]],[[7 2]],11.0,0.0,2.0,7.0,11.40175425099138
M409828_21,409828,98,102,[],[],,,,,
M409828_21,409828,98,103,[[ 5 10]],[[4 3]],10.0,5.0,3.0,4.0,7.0710678118654755
M409828_21,409828,98,104,[],[],,,,,
M409828_21,409828,98,105,[],[],,,,,
M409828_21,409828,98,106,[],[],,,,,
M409828_21,409828,98,107,[],[],,,,,
M409828_21,409828,98,109,[[3 3]],[[2 4]],3.0,3.0,4.0,2.0,1.4142135623730951
M409828_21,409828,98,111,[],[],,,,,
M409828_21,409828,98,112,[],[],,,,,
M409828_21,409828,98,113,[],[],,,,,
M409828_21,409828,98,114,[],[],,,,,
M409828_21,409828,98,115,[],[],,,,,
M409828_21,409828,98,116,[],"[[ 6  9]
 [ 6 10]]",,,9.5,6.0,
M409828_21,409828,98,117,[],[],,,,,
M409828_21,409828,98,118,[],[],,,,,
M409828_21,409828,98,119,[],[],,,,,
M409828_21,409828,98,120,[],[],,,,,
M409828_21,409828,98,121,[[0 9]],[],9.0,0.0,,,
M409828_21,409828,98,122,[],[[3 1]],,,1.0,3.0,
M409828_21,409828,98,124,[[1 8]],[[4 1]],8.0,1.0,1.0,4.0,7.615773105863909
M409828_21,409828,98,126,[],[[ 6 11]],,,11.0,6.0,
M409828_21,409828,98,128,[],[],,,,,
M409828_21,409828,98,130,[[3 9]],[[4 1]],9.0,3.0,1.0,4.0,8.06225774829855
M409828_21,409828,98,131,[[7 0]],[[5 5]],0.0,7.0,5.0,5.0,5.385164807134504
M409828_21,409828,98,132,[],[],,,,,
M409828_21,409828,98,133,[],[[ 6 12]],,,12.0,6.0,
M409828_21,409828,98,134,[[7 3]],[],3.0,7.0,,,
M409828_21,409828,98,135,[],[],,,,,
M409828_21,409828,98,138,[[1 1]],[[ 2 10]],1.0,1.0,10.0,2.0,9.055385138137417
M409828_21,409828,98,143,[],[[1 6]],,,6.0,1.0,
M409828_21,409828,98,144,[],[],,,,,
M409828_21,409828,98,147,[],[],,,,,
M409828_21,409828,98,148,[[ 7 10]],[],10.0,7.0,,,
M409828_21,409828,98,149,[[ 5 11]],[],11.0,5.0,,,
M409828_21,409828,98,150,[[6 6]],[[7 1]],6.0,6.0,1.0,7.0,5.0990195135927845
M409828_21,409828,98,154,[],[],,,,,
M409828_21,409828,98,155,[],[[6 6]],,,6.0,6.0,
M409828_21,409828,98,156,[[3 8]],[[3 4]],8.0,3.0,4.0,3.0,4.0
M409828_21,409828,98,157,[[2 0]],[[ 4 13]],0.0,2.0,13.0,4.0,13.152946437965905
M409828_21,409828,98,159,[],[],,,,,
M409828_21,409828,98,160,[[0 5]],[],5.0,0.0,,,
M409828_21,409828,98,161,[[4 4]],[[0 1]],4.0,4.0,1.0,0.0,5.0
M409828_21,409828,98,162,[],[],,,,,
M409828_21,409828,98,164,[],[],,,,,
M409828_21,409828,98,165,[],[],,,,,
M409828_21,409828,98,167,[[3 9]],[[4 6]],9.0,3.0,6.0,4.0,3.1622776601683795
M409828_21,409828,98,174,[],[],,,,,
M409828_21,409828,98,175,[],[],,,,,
M409828_21,409828,98,181,[],[],,,,,
M409828_21,409828,98,183,[[ 4 12]],[[7 9]],12.0,4.0,9.0,7.0,4.242640687119285
M409828_21,409828,98,184,[],[],,,,,
M409828_21,409828,98,189,[],[],,,,,
M409828_21,409828,98,195,[],[[2 3]],,,3.0,2.0,
M409828_21,409828,98,197,[[ 0 10]],[[ 4 13]],10.0,0.0,13.0,4.0,5.0
M409828_21,409828,98,202,[],[],,,,,
M409828_21,409828,98,205,[],[],,,,,
M409828_21,409828,98,231,[[7 2]],[],2.0,7.0,,,
M409828_21,409828,98,240,[[1 4]],[[ 4 10]],4.0,1.0,10.0,4.0,6.708203932499369
M409828_21,409828,98,245,[],[],,,,,
M409828_21,409828,98,259,[],[],,,,,
M409828_21,409828,98,272,[],[],,,,,
M409828_21,409828,98,276,[[2 6]],[],6.0,2.0,,,
M409828_21,409828,98,282,[],[],,,,,
M409828_21,409828,98,317,[],[],,,,,
M409828_21,409828,98,324,[[ 1 10]],[[2 4]],10.0,1.0,4.0,2.0,6.082762530298219
M409828_21,409828,98,326,[],[],,,,,
M409828_21,409828,98,353,[[ 3 11]],[[0 4]],11.0,3.0,4.0,0.0,7.615773105863909
M409828_21,409828,98,435,[],[],,,,,
M409828_21,409828,98,464,[[1 2]],[[ 0 12]],2.0,1.0,12.0,0.0,10.04987562112089
M409828_21,409828,98,498,[],[],,,,,
M409828_21,409828,98,516,[[1 7]],[],7.0,1.0,,,
M409828_21,409828,114,0,[],[],,,,,
M409828_21,409828,114,1,[],[],,,,,
M409828_21,409828,114,2,[],[],,,,,
M409828_21,409828,114,3,[],[],,,,,
M409828_21,409828,114,4,[],[],,,,,
M409828_21,409828,114,5,[],[],,,,,
M409828_21,409828,114,6,[],[],,,,,
M409828_21,409828,114,7,[],[],,,,,
M409828_21,409828,114,8,[],[],,,,,
M409828_21,409828,114,9,[],[],,,,,
M409828_21,409828,114,10,[],[],,,,,
M409828_21,409828,114,11,[],[],,,,,
M409828_21,409828,114,12,[],[],,,,,
M409828_21,409828,114,13,[],[],,,,,
M409828_21,409828,114,14,[],[],,,,,
M409828_21,409828,114,15,[],[],,,,,
M409828_21,409828,114,16,[],[],,,,,
M409828_21,409828,114,17,[],[],,,,,
M409828_21,409828,114,18,[],[],,,,,
M409828_21,409828,114,19,[],[],,,,,
M409828_21,409828,114,20,[],[],,,,,
M409828_21,409828,114,21,[],[],,,,,
M409828_21,409828,114,22,[],[],,,,,
M409828_21,409828,114,23,[],[],,,,,
M409828_21,409828,114,24,[],[],,,,,
M409828_21,409828,114,25,[],[],,,,,
M409828_21,409828,114,26,[],[],,,,,
M409828_21,409828,114,27,[],[],,,,,
M409828_21,409828,114,28,[],[],,,,,
M409828_21,409828,114,29,[],[],,,,,
M409828_21,409828,114,30,[],[],,,,,
M409828_21,409828,114,31,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,32,[],[],,,,,
M409828_21,409828,114,33,[],[],,,,,
M409828_21,409828,114,34,[],[],,,,,
M409828_21,409828,114,35,[],[],,,,,
M409828_21,409828,114,36,[],[],,,,,
M409828_21,409828,114,37,[],[],,,,,
M409828_21,409828,114,38,[],[],,,,,
M409828_21,409828,114,39,[],[],,,,,
M409828_21,409828,114,40,[],[],,,,,
M409828_21,409828,114,41,[[ 4 11]],[],11.0,4.0,,,
M409828_21,409828,114,42,[],[],,,,,
M409828_21,409828,114,43,[],[[ 4 12]],,,12.0,4.0,
M409828_21,409828,114,44,[],[],,,,,
M409828_21,409828,114,45,[],[],,,,,
M409828_21,409828,114,46,[],[],,,,,
M409828_21,409828,114,47,[],[],,,,,
M409828_21,409828,114,48,[],[],,,,,
M409828_21,409828,114,49,[],[],,,,,
M409828_21,409828,114,50,[],[],,,,,
M409828_21,409828,114,51,[],[],,,,,
M409828_21,409828,114,52,[[7 8]],[[0 1]],8.0,7.0,1.0,0.0,9.899494936611665
M409828_21,409828,114,53,[],[],,,,,
M409828_21,409828,114,54,[],[],,,,,
M409828_21,409828,114,55,[],[],,,,,
M409828_21,409828,114,56,[],[],,,,,
M409828_21,409828,114,57,[],[],,,,,
M409828_21,409828,114,58,[],[[3 4]],,,4.0,3.0,
M409828_21,409828,114,59,[],[[2 8]],,,8.0,2.0,
M409828_21,409828,114,60,[],[],,,,,
M409828_21,409828,114,61,[],[],,,,,
M409828_21,409828,114,62,[[6 1]],[],1.0,6.0,,,
M409828_21,409828,114,63,[[4 9]],[],9.0,4.0,,,
M409828_21,409828,114,64,[[7 1]],[],1.0,7.0,,,
M409828_21,409828,114,65,[],[[ 0 13]],,,13.0,0.0,
M409828_21,409828,114,66,[],[],,,,,
M409828_21,409828,114,67,[],[],,,,,
M409828_21,409828,114,68,[],[],,,,,
M409828_21,409828,114,69,[],[],,,,,
M409828_21,409828,114,70,[],[],,,,,
M409828_21,409828,114,71,[[ 0 12]],[],12.0,0.0,,,
M409828_21,409828,114,72,[],[],,,,,
M409828_21,409828,114,73,[],[],,,,,
M409828_21,409828,114,74,[],[],,,,,
M409828_21,409828,114,75,[[7 7]],[[0 5]],7.0,7.0,5.0,0.0,7.280109889280518
M409828_21,409828,114,76,[],[],,,,,
M409828_21,409828,114,77,[],[],,,,,
M409828_21,409828,114,78,[[5 6]],[[ 3 12]],6.0,5.0,12.0,3.0,6.324555320336759
M409828_21,409828,114,79,[],[[7 3]],,,3.0,7.0,
M409828_21,409828,114,81,[],[],,,,,
M409828_21,409828,114,82,[],[],,,,,
M409828_21,409828,114,83,[],[],,,,,
M409828_21,409828,114,84,[],[],,,,,
M409828_21,409828,114,85,[],[],,,,,
M409828_21,409828,114,86,[],[],,,,,
M409828_21,409828,114,87,[],[],,,,,
M409828_21,409828,114,88,[],[],,,,,
M409828_21,409828,114,89,[],[],,,,,
M409828_21,409828,114,90,[],[],,,,,
M409828_21,409828,114,91,[],[],,,,,
M409828_21,409828,114,92,[[7 9]],[[0 7]],9.0,7.0,7.0,0.0,7.280109889280518
M409828_21,409828,114,93,[],[],,,,,
M409828_21,409828,114,94,[],[],,,,,
M409828_21,409828,114,95,[[1 1]],[],1.0,1.0,,,
M409828_21,409828,114,96,[],[],,,,,
M409828_21,409828,114,97,[],[],,,,,
M409828_21,409828,114,99,[],[],,,,,
M409828_21,409828,114,100,[],[],,,,,
M409828_21,409828,114,101,[],[],,,,,
M409828_21,409828,114,102,[[ 2 13]],[[6 7]],13.0,2.0,7.0,6.0,7.211102550927978
M409828_21,409828,114,103,"[[0 6]
 [1 5]]",[[4 7]],5.5,0.5,7.0,4.0,3.8078865529319543
M409828_21,409828,114,104,[],[],,,,,
M409828_21,409828,114,105,[[ 5 11]],[],11.0,5.0,,,
M409828_21,409828,114,106,[],[],,,,,
M409828_21,409828,114,107,[],[],,,,,
M409828_21,409828,114,108,[],[],,,,,
M409828_21,409828,114,109,[],[],,,,,
M409828_21,409828,114,110,[],[],,,,,
M409828_21,409828,114,111,[],[],,,,,
M409828_21,409828,114,112,[],[],,,,,
M409828_21,409828,114,113,[],[],,,,,
M409828_21,409828,114,114,[[2 2]],[],2.0,2.0,,,
M409828_21,409828,114,115,[],[],,,,,
M409828_21,409828,114,116,[],[[6 6]],,,6.0,6.0,
M409828_21,409828,114,117,[],[],,,,,
M409828_21,409828,114,119,[],[],,,,,
M409828_21,409828,114,120,[],[],,,,,
M409828_21,409828,114,122,[],[],,,,,
M409828_21,409828,114,123,[],[],,,,,
M409828_21,409828,114,124,[[7 8]],"[[1 3]
 [0 3]]",8.0,7.0,3.0,0.5,8.200609733428363
M409828_21,409828,114,125,[],[],,,,,
M409828_21,409828,114,127,[[6 3]],[[4 9]],3.0,6.0,9.0,4.0,6.324555320336759
M409828_21,409828,114,128,[],[[2 8]],,,8.0,2.0,
M409828_21,409828,114,129,[[ 2 11]],[[2 5]],11.0,2.0,5.0,2.0,6.0
M409828_21,409828,114,130,[],[],,,,,
M409828_21,409828,114,131,[],[[ 6 10]],,,10.0,6.0,
M409828_21,409828,114,132,[[ 5 11]],[[ 0 12]],11.0,5.0,12.0,0.0,5.0990195135927845
M409828_21,409828,114,133,[],[],,,,,
M409828_21,409828,114,134,[],[],,,,,
M409828_21,409828,114,135,[],[],,,,,
M409828_21,409828,114,136,[],[],,,,,
M409828_21,409828,114,137,[],[],,,,,
M409828_21,409828,114,138,[],[],,,,,
M409828_21,409828,114,139,[],[],,,,,
M409828_21,409828,114,140,[],[],,,,,
M409828_21,409828,114,141,[],[],,,,,
M409828_21,409828,114,142,[],[],,,,,
M409828_21,409828,114,143,[],[],,,,,
M409828_21,409828,114,144,[],[],,,,,
M409828_21,409828,114,145,[],[[0 0]],,,0.0,0.0,
M409828_21,409828,114,147,[],[],,,,,
M409828_21,409828,114,149,[[2 7]],[[4 7]],7.0,2.0,7.0,4.0,2.0
M409828_21,409828,114,150,[],[],,,,,
M409828_21,409828,114,151,[],[[ 7 11]],,,11.0,7.0,
M409828_21,409828,114,152,[[0 4]],[],4.0,0.0,,,
M409828_21,409828,114,153,[],[],,,,,
M409828_21,409828,114,154,[],[],,,,,
M409828_21,409828,114,155,[],[],,,,,
M409828_21,409828,114,156,[],[],,,,,
M409828_21,409828,114,157,[[6 5]],[[ 6 11]],5.0,6.0,11.0,6.0,6.0
M409828_21,409828,114,158,[],[],,,,,
M409828_21,409828,114,159,[],[[ 0 10]],,,10.0,0.0,
M409828_21,409828,114,160,[],[],,,,,
M409828_21,409828,114,161,[[2 9]],[[ 1 10]],9.0,2.0,10.0,1.0,1.4142135623730951
M409828_21,409828,114,162,[],[],,,,,
M409828_21,409828,114,163,[],[],,,,,
M409828_21,409828,114,164,[],[],,,,,
M409828_21,409828,114,165,[[6 9]],[[ 3 12]],9.0,6.0,12.0,3.0,4.242640687119285
M409828_21,409828,114,166,[],[],,,,,
M409828_21,409828,114,167,[[7 5]],[[4 2]],5.0,7.0,2.0,4.0,4.242640687119285
M409828_21,409828,114,168,[],[],,,,,
M409828_21,409828,114,169,[[5 9]],[],9.0,5.0,,,
M409828_21,409828,114,170,[[3 6]],[],6.0,3.0,,,
M409828_21,409828,114,171,[],[],,,,,
M409828_21,409828,114,172,[],[],,,,,
M409828_21,409828,114,173,[],[],,,,,
M409828_21,409828,114,174,[],[],,,,,
M409828_21,409828,114,175,[],[],,,,,
M409828_21,409828,114,176,[],[],,,,,
M409828_21,409828,114,177,[],[],,,,,
M409828_21,409828,114,178,[],[],,,,,
M409828_21,409828,114,180,[],[[2 9]],,,9.0,2.0,
M409828_21,409828,114,181,[],[],,,,,
M409828_21,409828,114,182,[],[],,,,,
M409828_21,409828,114,183,[[2 5]],[],5.0,2.0,,,
M409828_21,409828,114,186,[[2 4]],[[6 3]],4.0,2.0,3.0,6.0,4.123105625617661
M409828_21,409828,114,188,[],[],,,,,
M409828_21,409828,114,189,[],[],,,,,
M409828_21,409828,114,191,[],[],,,,,
M409828_21,409828,114,192,[[4 9]],[],9.0,4.0,,,
M409828_21,409828,114,193,[],[],,,,,
M409828_21,409828,114,194,[],[],,,,,
M409828_21,409828,114,197,[],[],,,,,
M409828_21,409828,114,198,[],[],,,,,
M409828_21,409828,114,199,[],[],,,,,
M409828_21,409828,114,202,[],[],,,,,
M409828_21,409828,114,203,[[6 9]],[],9.0,6.0,,,
M409828_21,409828,114,205,[],[[ 4 13]],,,13.0,4.0,
M409828_21,409828,114,206,[],[],,,,,
M409828_21,409828,114,209,[],[[1 4]],,,4.0,1.0,
M409828_21,409828,114,210,[],[],,,,,
M409828_21,409828,114,211,[],[],,,,,
M409828_21,409828,114,212,[],[],,,,,
M409828_21,409828,114,213,[],[[5 4]],,,4.0,5.0,
M409828_21,409828,114,215,[],[],,,,,
M409828_21,409828,114,219,[],[],,,,,
M409828_21,409828,114,220,[],[],,,,,
M409828_21,409828,114,221,[[ 7 11]],[],11.0,7.0,,,
M409828_21,409828,114,222,[],[],,,,,
M409828_21,409828,114,223,[],[],,,,,
M409828_21,409828,114,226,[],[],,,,,
M409828_21,409828,114,227,[[5 5]],[[7 3]],5.0,5.0,3.0,7.0,2.8284271247461903
M409828_21,409828,114,228,[[1 1]],[[6 5]],1.0,1.0,5.0,6.0,6.4031242374328485
M409828_21,409828,114,230,[],[],,,,,
M409828_21,409828,114,231,[],[],,,,,
M409828_21,409828,114,232,[],[],,,,,
M409828_21,409828,114,233,[],[],,,,,
M409828_21,409828,114,234,[[3 5]],[[1 5]],5.0,3.0,5.0,1.0,2.0
M409828_21,409828,114,235,[],[],,,,,
M409828_21,409828,114,236,[],[],,,,,
M409828_21,409828,114,237,[],[[ 1 12]],,,12.0,1.0,
M409828_21,409828,114,239,[],[],,,,,
M409828_21,409828,114,244,"[[0 4]
 [1 4]]",[[ 1 11]],4.0,0.5,11.0,1.0,7.0178344238090995
M409828_21,409828,114,245,[[ 5 13]],[],13.0,5.0,,,
M409828_21,409828,114,246,[],[],,,,,
